Author,Content,Date,Linked Messages,Message ID,ThreadTitle,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at,Sentiment
Worndown,"What are you comfortable with. Life before on meds, life without meds or possibly somewhere in between.","Jul 17, 2024 at 3:24 PM",,2599717,Is it normal to feel this way?,,,,,,,,407,1,2024-10-03T05:15:35.447401Z,401,8.835,no enough information,2024-10-03T05:15:35.447401Z,5
lita-lassi,"self sabotage is a shockingly regular part of severe depression, though reasons can vary. if you feel comfortable discussing this in depth with a therapist or your psychiatrist they may be able to help you dig through the details of yourself that result in this urge. i believe the biggest cause for quite a few people who experience severe trauma or a shitty childhood or feel they wasted their life somehow, they either think its what they deserve or its all they know, so success or safety seems ""unsafe"" because it is new and different, or ""undeserved"", but thats a generalization and im not a professional. i hope youre able to find a way to understand yourself better and a way to maintain your treatment going off ssri's suddenly can be quite dangerous, as youve experienced. its chemically worse than just returning to a previously depressed state. please be kind to yourself","Jul 17, 2024 at 4:03 PM",,2599753,Is it normal to feel this way?,,,,,,,,408,1,2024-10-03T05:16:17.675984Z,402,41.589,supportive,2024-10-03T05:16:17.675984Z,5
nicocrb,"I've gotten to the point that continuing this life really doesn't matter to anyone when it concerns me. I've only had about 6 months in my entire life feeling as if I'm going to live a happy successful life. And because people didn't like my choices eventually started abandoning me. And literally everyone I've been around are Fairweather friends and lovers. At one point I was happy because I was mostly isolated and on my games with my illusionary friends. And I had a job, was going to college, etc. Then I got with someone that despite not being perfect, well, knew how to deal with me. Now they've given the fuck up on me with most of everyone I thought I could care for.

Everyone shows their true colors at the end... I'm done... Honestly if I could have done it all over again... I'd still be on my moms couch... And all this shit would be a horrid nightmare that I woke up from...","Jul 17, 2024 at 3:11 AM",,2599173,I give up... This life is not going to work out.,,,,,,,,409,1,2024-10-03T05:17:22.625877Z,403,64.189,"{""choices"":[""1 wish to be death?"",""low risk""]}",2024-10-03T05:17:22.625877Z,1
the_summoning,I feel the same way. I'm going to be alone at my apartment til the end of the week I really should do it tonight or tomorrow when I'm off work. I just don't have a real plan or method. All I have at home are cleaning chemicals unfortunately.,"Jul 17, 2024 at 3:40 PM",,2599733,I give up... This life is not going to work out.,,,,,,,,410,1,2024-10-03T05:18:16.052134Z,404,30.2,"{""choices"":[""1 wish to be death?"",""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""thoughts and some intention of acting on them?"",""high risk""]}",2024-10-03T05:18:16.052134Z,3
F@#$,"Yeah, I've given up too. A long time ago. It not worth the effort.","Jul 17, 2024 at 3:51 PM",,2599742,I give up... This life is not going to work out.,,,,,,,,411,1,2024-10-03T05:18:25.397713Z,405,7.396,"{""choices"":[""1 wish to be death?"",""low risk""]}",2024-10-03T05:18:25.397713Z,1
cosmicporosity,"Hey guys!!!

Can someone recommend me some good tents available in the US.
All the tents I've seen have too many vents or have double layers with the first layer having a see through material.(budget friendly tents or i will just buy a regatta malawi)","Jul 8, 2024 at 12:22 AM",,2589066,TENT,,,,,,,,420,1,2024-10-03T05:19:14.119828Z,414,22.983,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-03T05:20:23.279721Z,3
Not A Fan,"Am currently researching this. I want to release Argon in a small tent in an attempt to avoid having to worry about any headgear. Just lay close to the ground where the heavy Argon gas accumulates and should theoretically work similarly to the Sarco (Which uses nitrogen but argon is more available and works just as well. Most important difference is that it is heavier than air, whereas nitrogen is lighter. So argon has more a tendency to pool up near the ground.

I'm actually browsing the tents right now... will return if anything worth sharing comes up.","Jul 8, 2024 at 7:52 AM",2589066,2589342,TENT,,,,,,,,421,1,2024-10-03T05:19:30.910017Z,415,16.223,method,2024-10-03T05:19:30.910017Z,5
cosmicporosity,"Thank you.
I don't know much about inert gases and had no idea they could be used in tents. I plan on using charcoals instead given that it is cheaper and more readily available.

""nightcatNight Cat Backpacking Tent for One 1 to 2 Persons Lightweight Waterproof ""
This tent seems reliable but iam not sure about the vents.","Jul 8, 2024 at 8:26 AM",2589342,2589369,TENT,,,,,,,,422,1,2024-10-03T05:19:48.565207Z,416,17.124,method,2024-10-03T05:19:48.565207Z,5
Not A Fan,"It's not really established.. more just a concept I am looking into.

People exploring inert gas, often seem to get hung up on some detail that caused the exit bag not to inflate properly, or the mask doesn't work right or something. It's the kind of of thing where any small oversight could sabotage the entire plan. I've witnessed threads on this forum, of people going back and forth trying to figure out why their setup isn't working. They seem to have done everything correctly, and end up wasting so much gas on failed tests and troubleshooting, trying to figure out why their setup isn't working the same as everyone else's.

I'm reasonably confident I could build a functioning mask apparatus, but I feel like it's also not aesthetically ideal. It doesn't feel natural to put a bag over one's head. The Sarco is one way to avoid this -- you just just sit in it and breathe -- but due to regulatory hurdles, it is unlikely to be available in my country in my lifetime.

Argon's tendency to settle close to the ground means you should be able to lie down in your sleeping bag, and as long as the tent is well-sealed, and enough argon is released, you would basically pass out in a couple breaths... without having to put on a mask or bag. One question on this would be: how quickly would it dissipate? What exactly amount would the minimum needed for a given interior volume (of the tent or other enclosed chamber.)

One thing that has concerned me about argon, unlike nitrogen, people who had tested their exit bags complained on nausea lasting for a few hours after breathing it. But then today I read that when people inhale argon by accident, they're suggested to breathe while hanging upside down in order to expel the heavier-than-air argon that has settled at the bottom of their lungs. That probably causes nausea or dizziness or headaches if you don't take care of it. So it's not that there's anything toxic about argon. It is just as ""inert"" as nitrogen in terms of how it (doesn't) react with your body.

But if you are going unconscious and don't plan on waking up again, that is quite immaterial. But I guess if you don't wanna feel gross after testing your setup, stand on your head for 5 minutes. But it seems like potentially the tent and the argon could be the best of both worlds. Personally I think inert gas hypoxia would be the cleanest death experience... maybe I put too much importance on it though. when youre dead, youre dead","Jul 8, 2024 at 8:46 AM",2589369,2589378,TENT,,,,,,,,423,1,2024-10-03T05:20:35.985556Z,417,25.107,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-03T05:20:35.985556Z,3
locked*n*loaded,"Definitely make sure the tent you choose has an attached groundsheet. Usually, the higher water-repellent tents are thicker material. Even if there's a mesh window, you can seal it. Look into ""gutter sealant"". That stuff is stick beyond belief and can be rolled on with a small roller right over the mesh with a couple coats. Can use it for the seams, too. A tarp thrown over the tent will also help contain the CO, if that's what you're planning. A Malawi has been used successfully before, but it's not that large, which is good and bad. Would need to be careful about knocking over hot buckets of coals.","Jul 8, 2024 at 9:03 AM",,2589395,TENT,,,,,,,,424,1,2024-10-03T05:20:45.137835Z,418,8.889,method,2024-10-03T05:20:45.137835Z,5
cosmicporosity,"I've seen your responses in other threads, and they've been incredibly helpful for me.

I had the same thought about Malawi, but seeing how successful it has been for others makes me want to buy it.

I'm looking for a tent with a ground sheet and planning to throw a tarp over it. However, the issue is the heat from the coals. It's already hot where I live, and all the insulation will make it difficult to stay inside.","Jul 8, 2024 at 1:58 PM",2589395,2589633,TENT,,,,,,,,425,1,2024-10-03T05:20:59.997481Z,419,14.344,method,2024-10-03T05:20:59.997481Z,5
locked*n*loaded,"If it's done right, you really should fall unconscious within seconds. That's if you get the CO level high enough. Obviously, without an analyzer that actually measures and reports a CO amount, you can't know for sure. But, others have been successful without a CO analyzer using much cruder setups. I think the guidelines posted in the Megathread are correct. If followed, there shouldn't be any issues. Personally, I'm counting on no issues, too. Frankly, if you're sitting in the tent for more than a minute, and not falling unconscious, GET OUT, because the CO level is not high enough.","Jul 8, 2024 at 4:42 PM",2589633,2589792,TENT,,,,,,,,426,1,2024-10-03T05:21:20.513754Z,420,19.907,method,2024-10-03T05:21:20.513754Z,5
cosmicporosity,That's exactly what I'm planning to do. I will be burning atleast 3 to 4 kilos which i think is more than enough for a small 1 person tent. I really hope this method works.,"Jul 8, 2024 at 4:47 PM",2589792,2589802,TENT,,,,,,,,427,1,2024-10-03T05:21:30.606527Z,421,14.504.999.999.999.900,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-03T05:21:37.601784Z,3
AmericanMary,"I got a really amazing tent off of the jungle website for camping! It arrived in a few days!!

It's green, very basic and like $40 or something. It has an attached groundsheet, 300mmp or whatever, and the only vent is the door! They also offer one in blue, but it has more vents.

Just in case it rains, I also used a lot of flex seal everywhere and plan on using a tarp over it.

It has proven to be perfect for my camping needs!!

Just sharing my experience!","Jul 8, 2024 at 5:01 PM",,2589812,TENT,,,,,,,,428,1,2024-10-03T05:22:09.968626Z,422,27.993,no enough information,2024-10-03T05:22:09.968626Z,5
locked*n*loaded,"I thought a Malawi Regatta is a 2 person tent? I could be wrong. Sounds like enough, but I don't really know, since haven't done the math.","Jul 8, 2024 at 8:03 PM",2589802,2590011,TENT,,,,,,,,429,1,2024-10-03T05:22:19.559941Z,423,8.971,no enough information,2024-10-03T05:22:19.559941Z,5
cosmicporosity,It is a two person tent but only one person can fit in comfortably.,"Jul 8, 2024 at 10:11 PM",2590011,2590112,TENT,,,,,,,,430,1,2024-10-03T05:22:29.062473Z,424,9.034,no enough information,2024-10-03T05:22:29.062473Z,5
J&L383,"In the discussion, it seems we're talking about two entirely different methods here. Inert gas (argon) versus poisonous gas (carbon monoxide). The latter requires very low concentration. The former needs to be 99% over a sustained period. I'm skeptical that even if argon is heavier than nitrogen/oxygen (air), it wouldn't maintain the required concentration long enough, even at the bottom, not without rapid and extended infusion. That being said, it's an interesting idea, but I would focus on mask or bag.","Jul 8, 2024 at 11:45 PM",,2590162,TENT,,,,,,,,431,1,2024-10-03T05:22:42.632240Z,425,12.929,method,2024-10-03T05:22:42.632240Z,5
cosmicporosity,Is the website called Jungle? I searched it up but couldn't find anything.,"Jul 17, 2024 at 3:34 PM",2589812,2599727,TENT,,,,,,,,432,1,2024-10-03T05:22:52.459878Z,426,9.228,no enough information,2024-10-03T05:22:52.459878Z,5
Mitch3ll,"Hi Friends.

New member and first post. I struggle with reading, writing and concentration as my brain hurts and my vision not so good (hard to read with double vision and no corrective lenses). So I've tried to read the rules as best I can and searched best I can but man o man is it exhausting and overwhelming for someone like me.

But I live in Western Canada, big city on the coast of British Columbia to be exact and I am inspired by the MaxDog nitro brewing setup. Lots of kits and whatnot out there to make all sorts of great stuff with the gas, yet I am unsure on where do people like me acquire the gas for such home brew projects ? In the states and elsewhere it all seems really easy, maybe it's easy here too but I'm just missing it.

Any suggestions for where to get my kit started and best size bottle and regulator that is available in my region would be appreciated. I tried looking up regulators but my search just shows me CO2 stuff and it's again, with my learning disabilities it's a massive struggle to wade through this stuff.

Please keep it simple as too much is overwhelming. I' really enjoy gin and I've heard that a nitro infused Gin is super smooth and really brings out the botanical flavours and hopefully I can try it out before I'm homeless once again this Oct.

Thanks.","Jul 17, 2024 at 1:47 PM",,2599610,"MaxDog nitro brewing, where to source W.BritishColumbia",,,,,,,,433,1,2024-10-03T05:23:21.605302Z,427,28.633,"{""choices"":[""2 thoughts about killing yourself?"",""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-03T05:23:21.605302Z,3
mymarbles,"hey i'm the same! i feel super demented and it literally feels like english is my second or third language when it's literally my only language, glad to know i'm not alone. anyway i'm going to camp here because i've been silently waiting for someone to ask the same and i'm also in canada","Jul 17, 2024 at 1:58 PM",,2599628,"MaxDog nitro brewing, where to source W.BritishColumbia",,,,,,,,434,1,2024-10-03T05:23:41.812283Z,428,15.423,no enough information,2024-10-03T05:23:41.812283Z,5
devils~advocate,"Look at the megathread concerning this method
Exit bag and inert gas megathread
Exit Bag and Inert Gas Basics —A very, very long post, I know, but I feel like I've fielded a lot of questions about this, so I figured I'd spell out everything I know. Others on the forum should please add to this thread whatever reliable technical information they feel is appropriate for...
sanctioned-suicide.net","Jul 17, 2024 at 3:31 PM",,2599722,"MaxDog nitro brewing, where to source W.BritishColumbia",,,,,,,,435,1,2024-10-03T05:23:54.128737Z,429,11.725,method,2024-10-03T05:23:54.128737Z,5
Mitch3ll,"So I got my nitrogen bottle the other day. It's a bit overkill at 90cf, but hey it's the best I could get with the limited knowledge I have. At least I shouldn't run out mid way. LOL. I ordered some click style regulators from Al I baba, but never ordered from their site before so I have no idea if they'll come in time or work well. Here goes I guess.

Now I just gotta get myself a turkey bag and some tape and make a tidy little bag for me head.

Does anyone have a suggestion for another regulator if the ones I ordered don't show up. I read the megathread but I don't fully understand regulator talk and flow meters and the math involved in adjusting it so. Getting a click style regulator in Canada looks to me impossible unless you're actually in an industry that uses them, so my back up will have to be a regular style reg.","Aug 21, 2024 at 2:40 PM",,2640862,"MaxDog nitro brewing, where to source W.BritishColumbia",,,,,,,,436,1,2024-10-05T00:58:32.199079Z,430,142.649,"{""choices"":[""started to work or did you intent to carry out this plan?"",""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-05T00:58:32.199079Z,3
HelpDoesNotExist,"I used to still like some music but now even that irritates me. Even the stuff I used to think was really amazing when I was having bad times before, just bothers me now. I don't even like sad songs now. Just gonna make it worse when I can't even feel anything positive anymore anyway.
It all just seems dumb and annoying or corny. Especially movies seeing people ""act"" makes me wince
I can't even make myself read more than 5 pages of a book before just getting bored now","Jul 17, 2024 at 1:41 PM",,2599603,Anyone start hating all entertainment?,,,,,,,,437,1,2024-10-05T00:59:01.353485Z,431,28.463,no enough information,2024-10-05T00:59:01.353485Z,5
Agon321,"I have less and less energy, so I consume less content.
Even games (which I like very much) I rarely play these days.
I very rarely watch movies and series because I simply don't even want to look for something to watch.

Currently, every day of my life looks similar.
In practice, I am already a withered plant.","Jul 17, 2024 at 3:30 PM",,2599721,Anyone start hating all entertainment?,,,,,,,,438,1,2024-10-05T00:59:14.075292Z,432,12.068,no enough information,2024-10-05T00:59:14.075292Z,5
opheliaoveragain,"Denying myself food for so long that my brain no longer produces ""normal"" hunger signals on its own, and then adding in obsessive exercise on top of it has become a returned to form of self harm. Gotta do something in between applying to ""jobs"" (in quotes bc I think most things are scams), I'm somewhere in the 100's of applications in a short period. It's only making me push down the pedal harder, longer periods of restriction, longer workouts, more reps, more method research. I want out of the hell that has become this fucking country and world.
Meant to add that it's 100's of apps with maybe 1/100 responding at all and then they wanna stick you in multiple rounds of interviews without even discussing compensation. It's a bullshit scam and everyone telling me to just keep going can get fucked.","Jul 17, 2024 at 2:16 PM",,2599645,Orthorexia as SH,,,,,,,,439,1,2024-10-05T01:01:18.737403Z,433,123.985,no enough information,2024-10-05T01:01:18.737403Z,5
derpyderpins,It's gross that companies have the audacity to expect any type of loyalty when they treat you like that from the time you're an applicant. If I had more time and energy I'd respond to recruiters and express interest all the time just to ghost firms when they ask me for an interview.,"Jul 17, 2024 at 2:31 PM",,2599669,Orthorexia as SH,,,,,,,,440,1,2024-10-05T01:01:30.919812Z,434,11.466,no enough information,2024-10-05T01:01:30.919812Z,5
opheliaoveragain,"Appreciate you, friend. I'm to the point that I barely look at the company anymore bc I'm so deep into it (minus like watching out for like places that will hide that I need my life ins lic to work the job 25 minutes into a 30 minute required view video…. This is the case with A LOT of listings, they will be sneaky and list sometimes as the umbrella or parent corp vs saying they're globe life or whatever.
But make no fuckin mistake, I'm merely playing the video game I feel is socially required of me in order to keep up appearances. I feel closer to myself when I'm researching CTB than anything else nowadays. I hope I can get there before there's a hurricane or worse, the fucking election. FUCKKK MAN, fuck this place fuck everything its done, to everyone not in the US I'm so fucking sorry, it makes me fucking sick.","Jul 17, 2024 at 2:48 PM",2599669,2599685,Orthorexia as SH,,,,,,,,441,1,2024-10-05T01:03:55.851666Z,435,144.177,"{""choices"":[""thinking about how you might do this?"",""medium risk""]}",2024-10-05T01:03:55.851666Z,2
makingaplan,"Is taking A Benadryl before SN a good idea? I read it on someone's post and have it saved and want to double check. I imagine it would create grogginess faster.
Would it interact with the Anti-emetic or SN?","Jul 17, 2024 at 2:34 PM",,2599672,Benadryl with SN,,,,,,,,442,1,2024-10-05T01:05:15.770555Z,436,79.095,"{""choices"":[""thinking about how you might do this?"",""started to work or did you intent to carry out this plan?"",""high risk"",""method""]}",2024-10-05T01:05:15.770555Z,3
Jarni,"Benadryl is also an antiemetic and was proposed as such for people who don't have access to other antiemetics for SN protocol.

Otherwise it makes very sleepy, yes (at 30 min-1h30, only individual tests will show the exact time).

But not sure that being sleepy is of any interest in the procedure with SN.","Jul 17, 2024 at 2:47 PM",,2599684,Benadryl with SN,,,,,,,,443,1,2024-10-05T01:05:36.110325Z,437,19.529,method,2024-10-05T01:05:36.110325Z,5
makingaplan,Seems like the faster you go to sleep the last suffering.,"Sep 10, 2024 at 12:26 AM",2599684,2664947,Benadryl with SN,,,,,,,,444,1,2024-10-05T01:05:43.683039Z,438,6.983,no enough information,2024-10-05T01:05:43.683039Z,5
syde44,"SN if correctly absorbed will drive you to lose consciousness after 10 to 15 minutes generally, so you will not have time to suffer, just feeling unconfortable with your breathe and heart rate but it's not painful","Sep 10, 2024 at 12:30 AM",2664947,2664950,Benadryl with SN,,,,,,,,445,1,2024-10-05T01:05:58.798637Z,439,14.435,method,2024-10-05T01:05:58.798637Z,5
davidfischer2021@pr,What antiemetic are you planning on using?,"Sep 10, 2024 at 12:49 AM",2599672,2664962,Benadryl with SN,,,,,,,,446,1,2024-10-05T01:06:07.151111Z,440,7.682,method,2024-10-05T01:06:07.151111Z,5
dhaak,"When I'm feeling down I just can't eat... It's so much work to prepare a meal and I can barely stomach a few bites anyway. Eating has always been a chore for me but it's getting worse. I wish I wasn't such a pussy and actually got ""it"" over with","Jul 17, 2024 at 11:29 AM",,2599454,,,,,,,,,447,1,2024-10-05T01:06:20.032742Z,441,12.17,no enough information,2024-10-05T01:06:20.032742Z,5
Suicidal_manlet,I've heard you either eat too much when your are depressed or totally dislike eating and there's no in between,"Jul 17, 2024 at 11:43 AM",,2599470,,,,,,,,,448,1,2024-10-05T01:06:26.124231Z,442,5.408,no enough information,2024-10-05T01:06:26.124231Z,5
bed,"yes, i almost always have to force myself to eat. i do enjoy food but it's definitely a chore for me. if i could just not eat and have no ill effects i would.","Jul 17, 2024 at 11:47 AM",,2599480,,,,,,,,,449,1,2024-10-05T01:06:30.449114Z,443,3.648,no enough information,2024-10-05T01:06:30.449114Z,5
SMmetalhead36,It's starting to be.,"Jul 17, 2024 at 11:49 AM",,2599483,,,,,,,,,450,1,2024-10-05T01:06:33.179471Z,444,2.087,no enough information,2024-10-05T01:06:33.179471Z,5
dinosavr,me 100%,"Jul 17, 2024 at 12:35 PM",,2599523,,,,,,,,,451,1,2024-10-05T01:06:46.340591Z,445,12.47,no enough information,2024-10-05T01:06:46.340591Z,5
SpeckofDust,"Getting the food and then actually eating it sucks! I can't grocery shop, so I dress just enough to go through the drive thru. It's a struggle to order. I get home and barely get through the process of eating. :(","Jul 17, 2024 at 1:25 PM",,2599581,,,,,,,,,452,1,2024-10-05T01:07:08.417454Z,446,21.41,no enough information,2024-10-05T01:07:08.417454Z,5
locked*n*loaded,"Yeah, and even just bringing myself to prepare something to eat is a chore. Actually, doing just about anything is a chore. I've been taking care of myself for so long, it's all just so tiring and monotonous, and to what end? Gonna die eventually, anyway. It's all just gotten so old. I just don't see the point in living like this.","Jul 17, 2024 at 1:32 PM",,2599596,,,,,,,,,453,1,2024-10-05T01:45:46.720125Z,447,2.320.186,"{""choices"":[""1 wish to be death?"",""low risk""]}",2024-10-05T01:46:41.961563Z,1
Iloveher,"There has to be some food that you just love. Treat yourself with that as often as you can and perhaps you will enjoy eating more.
But yeah when I was really really depressed I didnt feel like eating either","Jul 17, 2024 at 2:21 PM",,2599651,,,,,,,,,454,1,2024-10-05T01:46:56.137323Z,448,11.806,no enough information,2024-10-05T01:46:56.137323Z,5
opheliaoveragain,Absolutely 1000% — that's why I'm not rn.,"Jul 17, 2024 at 2:24 PM",,2599658,,,,,,,,,455,1,2024-10-05T01:47:30.857605Z,449,34.012,no enough information,2024-10-05T01:47:30.857605Z,5
ijustwishtodie,I think that basically everything is a chore. It's so exhausting. I really am a slave and I hate it. I don't want to be a slave but unfortunately I am,"Jul 17, 2024 at 2:25 PM",,2599660,,,,,,,,,456,1,2024-10-05T01:47:36.433660Z,450,4.913,no enough information,2024-10-05T01:47:36.434660Z,5
Dr Iron Arc,I love eating but choosing what to eat at least twice a day is the part that sucks. I try not to give a damn about health but sometimes I still feel an annoying nagging voice in my head telling me that something is too calorie dense or has sugar or is too expensive or isn't filling enough or whatever.,"Jul 17, 2024 at 2:37 PM",,2599676,,,,,,,,,457,1,2024-10-05T01:47:43.227226Z,451,6.13,no enough information,2024-10-05T01:47:43.227226Z,5
VeryShy,"Do you suffer from severe mental illness that's making you want to CTB?
If so, do you mind sharing what illness you're suffering from?","Jul 16, 2024 at 2:53 PM",,2598580,,,,,,,,,458,1,2024-10-05T01:47:55.200466Z,452,11.3,no enough information,2024-10-05T01:47:55.200466Z,5
divinemistress36,Major depression and ptsd. You?,"Jul 16, 2024 at 2:56 PM",,2598583,,,,,,,,,459,1,2024-10-05T01:48:00.426242Z,453,4.603,no enough information,2024-10-05T01:48:00.426242Z,5
VeryShy,Autism and schizophrenia.,"Jul 16, 2024 at 2:59 PM",2598583,2598586,,,,,,,,,460,1,2024-10-05T01:48:03.037419Z,454,1.991,no enough information,2024-10-05T01:48:03.037419Z,5
lawlietsph,"I'm not sure anymore how to call it, but major depression and social anxiety is written on my papers.
For a while I thought I have schizoid personality disorder, now I'm more convinced that I am autistic... Unfortunately in my country the mental health system is just awful, there's barely any real professionals and getting diagnosed is very expensive.","Jul 16, 2024 at 3:01 PM",,2598590,,,,,,,,,461,1,2024-10-05T01:48:12.980649Z,455,9.343,no enough information,2024-10-05T01:48:12.981648Z,5
Skywren,"If I were to label it, C-Ptsd, Paranoi, and Dissociation/ Derealization. Though I may have schizophrenia too, though its not as bad as my roommates","Jul 16, 2024 at 3:09 PM",,2598593,,,,,,,,,462,1,2024-10-05T01:48:17.819953Z,456,5.883,no enough information,2024-10-05T01:48:21.668310Z,5
popcornheart,"Yes, PTSD and Bipolar I. I also suspect I am on the spectrum but have no official diagnosis. I have had a manic episode annually in the spring and it always is so much work to ""recover"". This year was the first time I was alone when it happened and I've basically screwed myself beyond repair. The side effects of the medications are also absolute hell (and they've put me on all different sorts of them), but no one is surprised about that.

I had my first episode 5 years ago and honestly I cannot go through with another one. I'm pretty sure I'll CTB when I'm back home permanently in a week or so.","Jul 16, 2024 at 3:09 PM",,2598594,,,,,,,,,463,1,2024-10-05T01:49:26.314147Z,457,63.439,"{""choices"":[""2 thoughts about killing yourself?"",""thoughts and some intention of acting on them?"",""high risk""]}",2024-10-05T01:49:26.314147Z,3
Skywren,I get that. Im in the US and its damn near impossible unless you're on some sort of state insurance,"Jul 16, 2024 at 3:10 PM",2598590,2598596,,,,,,,,,464,1,2024-10-05T01:51:10.281221Z,458,103.31,no enough information,2024-10-05T01:51:10.281221Z,5
ClownWorld2023,"Autism, multiple traumas.

Was diagnosed way too late, and only found since recently that it's indeed trauma (The ""am I suffering enough?"" problem).","Jul 16, 2024 at 3:12 PM",,2598602,,,,,,,,,465,1,2024-10-05T01:51:15.384608Z,459,4.237,no enough information,2024-10-05T01:51:15.384608Z,5
popcornheart,"So very true - - and, in my state at least, you have to show proof of income to even qualify for state insurance. The care is also very poor. I live in an industrial/suburban area and it is next to impossible to find care; none of the busses come near my house. If you don't have access to reliable transportation in my state, you are genuinely out of luck.","Jul 16, 2024 at 3:13 PM",2598596,2598605,,,,,,,,,466,1,2024-10-05T01:51:28.081000Z,460,12.064,no enough information,2024-10-05T01:51:28.081000Z,5
Hotsackage,"Ya been basically my whole life, all of it is symptomatic with dementia","Jul 16, 2024 at 3:14 PM",,2598607,,,,,,,,,467,1,2024-10-05T01:51:34.537746Z,461,5.798,no enough information,2024-10-05T01:51:34.537746Z,5
Skywren,"Oh god, dont even get me started. Literally just to go anywhere you need to put several thousand into a car and a couple hundred a month to insurance. And most cities and towns (at least where I live) dont have any form of public transportation outside of Uber and maybe a bus line that only works for the inner most bit of a city

The state recognizes me as semi-disabled so ive been able to get on the Medicaid long term plan, but I have to abuse the local ambulances just to get any sort of medical care. Im envious of japans infrastructure and urban framework, they have none of these issues","Jul 16, 2024 at 3:24 PM",2598605,2598623,,,,,,,,,468,1,2024-10-05T01:51:51.125736Z,462,15.956,no enough information,2024-10-05T01:51:51.125736Z,5
Dececemus,"I haven't been diagnosed but from the self-diagnosis I did, I'm pretty sure I have major depression and intermittent explosive.","Jul 16, 2024 at 5:57 PM",,2598804,,,,,,,,,469,1,2024-10-05T01:51:59.085038Z,463,7.391,no enough information,2024-10-05T01:51:59.085038Z,5
BirdWithoutWings,"BPD, social anxiety, OCD, Anorexia Nervosa, PTSD, MDD. I was hoping to get medically assisted suicide so my organs and tissues could be donated, but my country keeps pushing it back for mental health reasons. IGot a bunch of shit diagnosed for nothing. Now it's borderline impossible to be viewed as a competent person when advocating for myself.","Jul 16, 2024 at 7:04 PM",,2598840,,,,,,,,,470,1,2024-10-05T01:52:19.095120Z,464,19.413,"{""choices"":[""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""medium risk""]}",2024-10-05T01:52:19.095120Z,2
Metalhead,PTSD & Bipolar,"Jul 16, 2024 at 7:10 PM",,2598846,,,,,,,,,471,1,2024-10-05T01:52:21.900134Z,465,2.151,no enough information,2024-10-05T01:52:21.900134Z,5
ReadyToGo34,"I have a few. Including BPD, major depression, anxiety, C-PTSD, and I suspect autism but no funds to get tested. I really barely function. Oh, and severe alcoholism if that counts.","Jul 16, 2024 at 9:15 PM",,2598938,,,,,,,,,472,1,2024-10-05T01:53:07.340803Z,466,44.796,no enough information,2024-10-05T01:53:07.340803Z,5
juna,"Depression, childhood trauma, social anxiety. I am probably on the autism spectrum too but did not go to the doctor to get diagnosed. Sometimes I feel okay, sometimes I feel like commiting suicide. I have been suicidal since childhood, though never really went through my plans because I was too scared then.","Jul 16, 2024 at 10:15 PM",,2598970,,,,,,,,,473,1,2024-10-05T01:53:33.921720Z,467,25.981,"{""choices"":[""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""medium risk""]}",2024-10-05T01:53:33.921720Z,2
noairtobreathe1,Just the basic standard clinical depression and anxiety combo. I was diagnosed with 'Unspecified Personality Disorder' by a psych my last hospitalization but I dispute that diagnosis personally. I think it was just a diagnosis for the insurance company.,"Jul 16, 2024 at 10:22 PM",,2598977,,,,,,,,,474,1,2024-10-05T01:53:47.742269Z,468,13.203,no enough information,2024-10-05T01:53:47.742269Z,5
Theresnoescape,"Autism, depression and anxiety.","Jul 16, 2024 at 10:56 PM",,2599010,,,,,,,,,475,1,2024-10-05T01:53:50.814944Z,469,2.42,no enough information,2024-10-05T01:53:50.814944Z,5
fleetingnight,"PTSD, social anxiety, depression, and OCD","Jul 16, 2024 at 11:26 PM",,2599032,,,,,,,,,476,1,2024-10-05T01:53:53.798926Z,470,2.361,no enough information,2024-10-05T01:53:53.798926Z,5
3/4Dead,"PTSD, ""persistent despression"", GAD with SAD ""bordering agoraphobia"" (it has fully developed into agoraphobia since diagnosis) a couple of redacted entries I don't want to disclose, and OCD and or Autism, they couldn't figure it out and I couldn't afford to get tested for either.

The 'rule out's were all personality disorders, and since I'm an adult (in my country) that's probably accurate.","Jul 16, 2024 at 11:27 PM",,2599033,,,,,,,,,477,1,2024-10-05T01:54:01.773755Z,471,7.378,no enough information,2024-10-05T01:54:01.773755Z,5
img-phenix,Never had it in me to get diagnosed but i'd figure its something in the dissociation/derelisation area... Couple that with social anxiety & whatever's causing hallucinations it's pretty hard to not want to CTB.,"Jul 17, 2024 at 2:09 AM",,2599135,,,,,,,,,478,1,2024-10-05T01:54:20.198680Z,472,17.811,"{""choices"":[""2 thoughts about killing yourself?"",""low risk""]}",2024-10-05T01:54:20.198680Z,1
